Ciment,Eau,Superplastifiant,Granulats_grossiers,Granulats_fins,G/S,E/C,Age,Resistance
393.0,192.0,0.0,940.6,785.6,1.1973014256619146,0.48854961832061067,7,27.74
255.0,192.0,0.0,889.8,945.0,0.9415873015873015,0.7529411764705882,3,8.2
397.0,185.7,0.0,1040.6,734.3,1.4171319624131826,0.46775818639798483,28,33.08
382.5,185.7,0.0,1047.8,739.3,1.417286622480725,0.48549019607843136,7,24.07
295.8,185.7,0.0,1091.4,769.3,1.418692317691408,0.627789046653144,7,14.84
397.0,185.7,0.0,1040.6,734.3,1.4171319624131826,0.46775818639798483,7,25.45
381.4,185.7,0.0,1104.6,784.3,1.4083896468188193,0.4868904037755637,28,22.49
295.8,185.7,0.0,1091.4,769.3,1.418692317691408,0.627789046653144,28,25.22
238.1,185.7,0.0,1118.8,789.3,1.417458507538325,0.7799244015119697,28,17.58
339.2,185.7,0.0,1069.2,754.3,1.4174731539175396,0.5474646226415094,7,21.18
381.4,185.7,0.0,1104.6,784.3,1.4083896468188193,0.4868904037755637,7,14.54
339.2,185.7,0.0,1069.2,754.3,1.4174731539175396,0.5474646226415094,28,31.9
238.1,185.7,0.0,1118.8,789.3,1.417458507538325,0.7799244015119697,7,10.34
252.5,185.7,0.0,1111.6,784.3,1.4173148030090525,0.7354455445544554,28,19.77
382.5,185.7,0.0,1047.8,739.3,1.417286622480725,0.48549019607843136,28,37.44
252.5,185.7,0.0,1111.6,784.3,1.4173148030090525,0.7354455445544554,7,11.48
339.0,197.0,0.0,968.0,781.0,1.2394366197183098,0.5811209439528023,3,13.22
339.0,197.0,0.0,968.0,781.0,1.2394366197183098,0.5811209439528023,7,20.97
339.0,197.0,0.0,968.0,781.0,1.2394366197183098,0.5811209439528023,14,27.04
339.0,197.0,0.0,968.0,781.0,1.2394366197183098,0.5811209439528023,28,32.04
339.0,197.0,0.0,968.0,781.0,1.2394366197183098,0.5811209439528023,90,35.17
339.0,197.0,0.0,968.0,781.0,1.2394366197183098,0.5811209439528023,180,36.45
339.0,197.0,0.0,968.0,781.0,1.2394366197183098,0.5811209439528023,365,38.89
236.0,194.0,0.0,968.0,885.0,1.0937853107344633,0.8220338983050848,3,6.47
236.0,194.0,0.0,968.0,885.0,1.0937853107344633,0.8220338983050848,14,12.84
236.0,194.0,0.0,968.0,885.0,1.0937853107344633,0.8220338983050848,28,18.42
236.0,194.0,0.0,968.0,885.0,1.0937853107344633,0.8220338983050848,90,21.95
236.0,193.0,0.0,968.0,885.0,1.0937853107344633,0.8177966101694916,180,24.1
236.0,193.0,0.0,968.0,885.0,1.0937853107344633,0.8177966101694916,365,25.08
277.0,191.0,0.0,968.0,856.0,1.1308411214953271,0.6895306859205776,14,21.26
277.0,191.0,0.0,968.0,856.0,1.1308411214953271,0.6895306859205776,28,25.97
277.0,191.0,0.0,968.0,856.0,1.1308411214953271,0.6895306859205776,3,11.36
277.0,191.0,0.0,968.0,856.0,1.1308411214953271,0.6895306859205776,90,31.25
277.0,191.0,0.0,968.0,856.0,1.1308411214953271,0.6895306859205776,180,32.33
277.0,191.0,0.0,968.0,856.0,1.1308411214953271,0.6895306859205776,360,33.7
254.0,198.0,0.0,968.0,863.0,1.1216685979142527,0.7795275590551181,3,9.31
254.0,198.0,0.0,968.0,863.0,1.1216685979142527,0.7795275590551181,90,26.94
254.0,198.0,0.0,968.0,863.0,1.1216685979142527,0.7795275590551181,180,27.63
254.0,198.0,0.0,968.0,863.0,1.1216685979142527,0.7795275590551181,365,29.79
307.0,193.0,0.0,968.0,812.0,1.1921182266009853,0.6286644951140065,180,34.49
307.0,193.0,0.0,968.0,812.0,1.1921182266009853,0.6286644951140065,365,36.15
307.0,193.0,0.0,968.0,812.0,1.1921182266009853,0.6286644951140065,3,12.54
307.0,193.0,0.0,968.0,812.0,1.1921182266009853,0.6286644951140065,28,27.53
307.0,193.0,0.0,968.0,812.0,1.1921182266009853,0.6286644951140065,90,32.92
236.0,193.0,0.0,968.0,885.0,1.0937853107344633,0.8177966101694916,7,9.99
200.0,180.0,0.0,1125.0,845.0,1.331360946745562,0.9,7,7.84
200.0,180.0,0.0,1125.0,845.0,1.331360946745562,0.9,28,12.25
225.0,181.0,0.0,1113.0,833.0,1.3361344537815125,0.8044444444444444,7,11.17
225.0,181.0,0.0,1113.0,833.0,1.3361344537815125,0.8044444444444444,28,17.34
325.0,184.0,0.0,1063.0,783.0,1.3575989782886335,0.5661538461538461,7,17.54
325.0,184.0,0.0,1063.0,783.0,1.3575989782886335,0.5661538461538461,28,30.57
275.0,183.0,0.0,1088.0,808.0,1.3465346534653466,0.6654545454545454,7,14.2
275.0,183.0,0.0,1088.0,808.0,1.3465346534653466,0.6654545454545454,28,24.5
300.0,184.0,0.0,1075.0,795.0,1.3522012578616351,0.6133333333333333,7,15.58
300.0,184.0,0.0,1075.0,795.0,1.3522012578616351,0.6133333333333333,28,26.85
375.0,186.0,0.0,1038.0,758.0,1.3693931398416888,0.496,7,26.06
375.0,186.0,0.0,1038.0,758.0,1.3693931398416888,0.496,28,38.21
400.0,187.0,0.0,1025.0,745.0,1.3758389261744965,0.4675,28,43.7
400.0,187.0,0.0,1025.0,745.0,1.3758389261744965,0.4675,7,30.14
250.0,182.0,0.0,1100.0,820.0,1.3414634146341464,0.728,7,12.73
250.0,182.0,0.0,1100.0,820.0,1.3414634146341464,0.728,28,20.87
350.0,186.0,0.0,1050.0,770.0,1.3636363636363635,0.5314285714285715,7,20.28
350.0,186.0,0.0,1050.0,770.0,1.3636363636363635,0.5314285714285715,28,34.29
310.0,192.0,0.0,1012.0,830.0,1.219277108433735,0.6193548387096774,3,11.85
310.0,192.0,0.0,1012.0,830.0,1.219277108433735,0.6193548387096774,7,17.24
310.0,192.0,0.0,1012.0,830.0,1.219277108433735,0.6193548387096774,28,27.83
310.0,192.0,0.0,1012.0,830.0,1.219277108433735,0.6193548387096774,90,35.76
310.0,192.0,0.0,1012.0,830.0,1.219277108433735,0.6193548387096774,120,38.7
331.0,192.0,0.0,1025.0,821.0,1.248477466504263,0.5800604229607251,3,14.31
331.0,192.0,0.0,1025.0,821.0,1.248477466504263,0.5800604229607251,7,17.44
331.0,192.0,0.0,1025.0,821.0,1.248477466504263,0.5800604229607251,28,31.74
331.0,192.0,0.0,1025.0,821.0,1.248477466504263,0.5800604229607251,90,37.91
331.0,192.0,0.0,1025.0,821.0,1.248477466504263,0.5800604229607251,120,39.38
349.0,192.0,0.0,1056.0,809.0,1.3053152039555007,0.5501432664756447,3,15.87
349.0,192.0,0.0,1056.0,809.0,1.3053152039555007,0.5501432664756447,7,9.01
349.0,192.0,0.0,1056.0,809.0,1.3053152039555007,0.5501432664756447,28,33.61
349.0,192.0,0.0,1056.0,809.0,1.3053152039555007,0.5501432664756447,90,40.66
349.0,192.0,0.0,1056.0,809.0,1.3053152039555007,0.5501432664756447,120,40.86
238.0,186.0,0.0,1119.0,789.0,1.4182509505703422,0.7815126050420168,7,12.05
238.0,186.0,0.0,1119.0,789.0,1.4182509505703422,0.7815126050420168,28,17.54
296.0,186.0,0.0,1090.0,769.0,1.4174252275682704,0.6283783783783784,7,18.91
296.0,186.0,0.0,1090.0,769.0,1.4174252275682704,0.6283783783783784,28,25.18
297.0,186.0,0.0,1040.0,734.0,1.4168937329700273,0.6262626262626263,7,30.96
480.0,192.0,0.0,936.0,721.0,1.2981969486823857,0.4,28,43.89
480.0,192.0,0.0,936.0,721.0,1.2981969486823857,0.4,90,54.28
397.0,186.0,0.0,1040.0,734.0,1.4168937329700273,0.46851385390428213,28,36.94
281.0,186.0,0.0,1104.0,774.0,1.426356589147287,0.6619217081850534,7,14.5
281.0,185.0,0.0,1104.0,774.0,1.426356589147287,0.6583629893238434,28,22.44
500.0,200.0,0.0,1125.0,613.0,1.8352365415986949,0.4,1,12.64
500.0,200.0,0.0,1125.0,613.0,1.8352365415986949,0.4,3,26.06
500.0,200.0,0.0,1125.0,613.0,1.8352365415986949,0.4,7,33.21
500.0,200.0,0.0,1125.0,613.0,1.8352365415986949,0.4,14,36.94
500.0,200.0,0.0,1125.0,613.0,1.8352365415986949,0.4,28,44.09
540.0,173.0,0.0,1125.0,613.0,1.8352365415986949,0.32037037037037036,7,52.61
540.0,173.0,0.0,1125.0,613.0,1.8352365415986949,0.32037037037037036,14,59.76
540.0,173.0,0.0,1125.0,613.0,1.8352365415986949,0.32037037037037036,28,67.31
540.0,173.0,0.0,1125.0,613.0,1.8352365415986949,0.32037037037037036,90,69.66
540.0,173.0,0.0,1125.0,613.0,1.8352365415986949,0.32037037037037036,180,71.62
540.0,173.0,0.0,1125.0,613.0,1.8352365415986949,0.32037037037037036,270,74.17
350.0,203.0,0.0,974.0,775.0,1.2567741935483872,0.58,7,18.13
350.0,203.0,0.0,974.0,775.0,1.2567741935483872,0.58,14,22.53
350.0,203.0,0.0,974.0,775.0,1.2567741935483872,0.58,28,27.34
350.0,203.0,0.0,974.0,775.0,1.2567741935483872,0.58,56,29.98
350.0,203.0,0.0,974.0,775.0,1.2567741935483872,0.58,90,31.35
350.0,203.0,0.0,974.0,775.0,1.2567741935483872,0.58,180,32.72
385.0,186.0,0.0,966.0,763.0,1.2660550458715596,0.4831168831168831,1,6.27
385.0,186.0,0.0,966.0,763.0,1.2660550458715596,0.4831168831168831,3,14.7
385.0,186.0,0.0,966.0,763.0,1.2660550458715596,0.4831168831168831,7,23.22
385.0,186.0,0.0,966.0,763.0,1.2660550458715596,0.4831168831168831,14,27.92
385.0,186.0,0.0,966.0,763.0,1.2660550458715596,0.4831168831168831,28,31.35
331.0,192.0,0.0,978.0,825.0,1.1854545454545455,0.5800604229607251,180,39.0
331.0,192.0,0.0,978.0,825.0,1.1854545454545455,0.5800604229607251,360,41.24
349.0,192.0,0.0,1047.0,806.0,1.2990074441687345,0.5501432664756447,3,14.99
331.0,192.0,0.0,978.0,825.0,1.1854545454545455,0.5800604229607251,3,13.52
382.0,186.0,0.0,1047.0,739.0,1.4167794316644113,0.4869109947643979,7,24.0
382.0,186.0,0.0,1047.0,739.0,1.4167794316644113,0.4869109947643979,28,37.42
382.0,186.0,0.0,1111.0,784.0,1.4170918367346939,0.4869109947643979,7,11.47
281.0,186.0,0.0,1104.0,774.0,1.426356589147287,0.6619217081850534,28,22.44
339.0,185.0,0.0,1069.0,754.0,1.4177718832891246,0.5457227138643068,7,21.16
339.0,185.0,0.0,1069.0,754.0,1.4177718832891246,0.5457227138643068,28,31.84
295.0,185.0,0.0,1069.0,769.0,1.3901170351105332,0.6271186440677966,7,14.8
295.0,185.0,0.0,1069.0,769.0,1.3901170351105332,0.6271186440677966,28,25.18
238.0,185.0,0.0,1118.0,789.0,1.4169835234474017,0.7773109243697479,28,17.54
296.0,192.0,0.0,1085.0,765.0,1.4183006535947713,0.6486486486486487,7,14.2
296.0,192.0,0.0,1085.0,765.0,1.4183006535947713,0.6486486486486487,28,21.65
296.0,192.0,0.0,1085.0,765.0,1.4183006535947713,0.6486486486486487,90,29.39
331.0,192.0,0.0,879.0,825.0,1.0654545454545454,0.5800604229607251,3,13.52
331.0,192.0,0.0,978.0,825.0,1.1854545454545455,0.5800604229607251,7,16.26
331.0,192.0,0.0,978.0,825.0,1.1854545454545455,0.5800604229607251,28,31.45
331.0,192.0,0.0,978.0,825.0,1.1854545454545455,0.5800604229607251,90,37.23
349.0,192.0,0.0,1047.0,806.0,1.2990074441687345,0.5501432664756447,7,18.13
349.0,192.0,0.0,1047.0,806.0,1.2990074441687345,0.5501432664756447,28,32.72
349.0,192.0,0.0,1047.0,806.0,1.2990074441687345,0.5501432664756447,90,39.49
349.0,192.0,0.0,1047.0,806.0,1.2990074441687345,0.5501432664756447,180,41.05
349.0,192.0,0.0,1047.0,806.0,1.2990074441687345,0.5501432664756447,360,42.13
302.0,203.0,0.0,974.0,817.0,1.1921664626682986,0.6721854304635762,14,18.13
302.0,203.0,0.0,974.0,817.0,1.1921664626682986,0.6721854304635762,180,26.74
525.0,189.0,0.0,1125.0,613.0,1.8352365415986949,0.36,180,61.92
500.0,200.0,0.0,1125.0,613.0,1.8352365415986949,0.4,90,47.22
500.0,200.0,0.0,1125.0,613.0,1.8352365415986949,0.4,180,51.04
500.0,200.0,0.0,1125.0,613.0,1.8352365415986949,0.4,270,55.16
540.0,173.0,0.0,1125.0,613.0,1.8352365415986949,0.32037037037037036,3,41.64
252.0,185.0,0.0,1111.0,784.0,1.4170918367346939,0.7341269841269841,7,13.71
252.0,185.0,0.0,1111.0,784.0,1.4170918367346939,0.7341269841269841,28,19.69
339.0,185.0,0.0,1060.0,754.0,1.4058355437665782,0.5457227138643068,28,31.65
393.0,192.0,0.0,940.0,758.0,1.2401055408970976,0.48854961832061067,3,19.11
393.0,192.0,0.0,940.0,758.0,1.2401055408970976,0.48854961832061067,28,39.58
393.0,192.0,0.0,940.0,758.0,1.2401055408970976,0.48854961832061067,90,48.79
382.0,185.0,0.0,1047.0,739.0,1.4167794316644113,0.48429319371727747,7,24.0
382.0,185.0,0.0,1047.0,739.0,1.4167794316644113,0.48429319371727747,28,37.42
252.0,186.0,0.0,1111.0,784.0,1.4170918367346939,0.7380952380952381,7,11.47
252.0,185.0,0.0,1111.0,784.0,1.4170918367346939,0.7341269841269841,28,19.69
310.0,192.0,0.0,970.0,850.0,1.1411764705882352,0.6193548387096774,7,14.99
310.0,192.0,0.0,970.0,850.0,1.1411764705882352,0.6193548387096774,28,27.92
310.0,192.0,0.0,970.0,850.0,1.1411764705882352,0.6193548387096774,90,34.68
310.0,192.0,0.0,970.0,850.0,1.1411764705882352,0.6193548387096774,180,37.33
310.0,192.0,0.0,970.0,850.0,1.1411764705882352,0.6193548387096774,360,38.11
525.0,189.0,0.0,1125.0,613.0,1.8352365415986949,0.36,3,33.8
525.0,189.0,0.0,1125.0,613.0,1.8352365415986949,0.36,7,42.42
525.0,189.0,0.0,1125.0,613.0,1.8352365415986949,0.36,14,48.4
525.0,189.0,0.0,1125.0,613.0,1.8352365415986949,0.36,28,55.94
525.0,189.0,0.0,1125.0,613.0,1.8352365415986949,0.36,90,58.78
525.0,189.0,0.0,1125.0,613.0,1.8352365415986949,0.36,270,67.11
322.0,203.0,0.0,974.0,800.0,1.2175,0.6304347826086957,14,20.77
322.0,203.0,0.0,974.0,800.0,1.2175,0.6304347826086957,28,25.18
322.0,203.0,0.0,974.0,800.0,1.2175,0.6304347826086957,180,29.59
302.0,203.0,0.0,974.0,817.0,1.1921664626682986,0.6721854304635762,28,21.75
397.0,185.0,0.0,1040.0,734.0,1.4168937329700273,0.4659949622166247,28,39.09
480.0,192.0,0.0,936.0,721.0,1.2981969486823857,0.4,3,24.39
522.0,146.0,0.0,896.0,896.0,1.0,0.2796934865900383,7,50.51
522.0,146.0,0.0,896.0,896.0,1.0,0.2796934865900383,28,74.99
374.0,190.0,7.0,1013.0,730.0,1.3876712328767122,0.5080213903743316,28,39.05
336.0,182.0,3.0,986.0,817.0,1.2068543451652387,0.5416666666666666,28,44.86
313.0,178.0,8.0,1000.0,822.0,1.2165450121654502,0.5686900958466453,28,25.1
336.5,181.9,3.4,985.8,816.8,1.2069049951028403,0.5405646359583952,28,44.87
312.7,178.1,8.0,999.7,822.2,1.2158842130868401,0.5695554844899264,28,25.1
374.3,190.2,6.7,1013.2,730.4,1.387185104052574,0.5081485439487042,28,39.06
370.0,190.0,0.0,1316.0,810.0,1.6246913580246911,0.5135135135135135,7,23.0
370.0,190.0,0.0,1316.0,810.0,1.6246913580246911,0.5135135135135135,28,31.0
400.0,195.0,2.0,1166.0,631.0,1.8478605388272584,0.4875,7,25.2
400.0,195.0,2.0,1166.0,631.0,1.8478605388272584,0.4875,28,32.76
350.0,180.0,2.1,1235.0,680.0,1.8161764705882355,0.5142857142857142,7,23.9
350.0,180.0,2.1,1235.0,680.0,1.8161764705882355,0.5142857142857142,28,36.1
350.0,160.0,2.1,1178.0,683.0,1.724743777452416,0.4571428571428571,7,27.7
350.0,160.0,2.1,1178.0,683.0,1.724743777452416,0.4571428571428571,28,30.9
350.0,170.0,0.0,1180.0,676.0,1.7455621301775148,0.4857142857142857,7,22.3
350.0,170.0,0.0,1180.0,676.0,1.7455621301775148,0.4857142857142857,28,32.8
350.0,187.0,2.5,1282.0,602.0,2.129568106312292,0.5342857142857143,7,28.3
350.0,187.0,2.5,1282.0,602.0,2.129568106312292,0.5342857142857143,28,48.9
400.0,180.0,3.5,1251.0,614.0,2.037459283387622,0.45,7,30.4
400.0,180.0,3.5,1251.0,614.0,2.037459283387622,0.45,28,48.9
400.0,190.0,2.4,1134.0,631.0,1.797147385103011,0.475,7,31.3
400.0,190.0,2.4,1134.0,631.0,1.797147385103011,0.475,28,40.69
350.0,183.0,1.4,1310.0,612.0,2.1405228758169934,0.5228571428571429,7,26.2
350.0,183.0,1.4,1310.0,612.0,2.1405228758169934,0.5228571428571429,28,34.06
400.0,193.0,1.4,1213.0,619.0,1.959612277867528,0.4825,7,23.3
400.0,193.0,1.4,1213.0,619.0,1.959612277867528,0.4825,28,30.29
350.0,174.0,1.4,1311.0,612.0,2.142156862745098,0.4971428571428571,7,30.0
350.0,174.0,1.4,1311.0,612.0,2.142156862745098,0.4971428571428571,28,39.0
400.0,193.0,2.4,1223.0,661.0,1.8502269288956128,0.4825,7,29.4
400.0,193.0,2.4,1223.0,661.0,1.8502269288956128,0.4825,28,35.4
350.0,178.0,2.4,1274.0,682.0,1.868035190615836,0.5085714285714286,7,28.5
350.0,178.0,2.4,1274.0,682.0,1.868035190615836,0.5085714285714286,28,35.8
350.0,178.0,0.0,1202.0,668.0,1.7994011976047903,0.5085714285714286,7,21.4
350.0,178.0,0.0,1202.0,668.0,1.7994011976047903,0.5085714285714286,28,27.82
350.0,184.0,0.0,1202.0,668.0,1.7994011976047903,0.5257142857142857,7,23.2
350.0,184.0,0.0,1202.0,668.0,1.7994011976047903,0.5257142857142857,28,30.16
350.0,184.0,0.0,1060.0,645.0,1.6434108527131783,0.5257142857142857,7,39.0
350.0,184.0,0.0,1060.0,645.0,1.6434108527131783,0.5257142857142857,28,44.3
400.0,205.0,3.0,1163.0,646.0,1.8003095975232195,0.5125,7,27.2
400.0,205.0,3.0,1163.0,646.0,1.8003095975232195,0.5125,28,35.36
350.0,182.0,0.0,1375.0,648.0,2.121913580246914,0.52,7,25.3
350.0,182.0,0.0,1375.0,648.0,2.121913580246914,0.52,28,32.89
350.0,182.0,0.0,1375.0,648.0,2.121913580246914,0.52,7,26.3
350.0,182.0,0.0,1375.0,648.0,2.121913580246914,0.52,28,34.19
380.0,190.0,2.62,1122.0,615.0,1.824390243902439,0.5,7,34.19
380.0,190.0,2.62,1122.0,615.0,1.824390243902439,0.5,28,48.3
330.0,160.0,2.31,1199.0,657.0,1.8249619482496195,0.4848484848484848,7,33.311
330.0,160.0,2.31,1199.0,657.0,1.8249619482496195,0.4848484848484848,28,50.3
377.0,198.0,0.0,987.0,564.0,1.75,0.5251989389920424,7,18.543
377.0,198.0,0.0,987.0,564.0,1.75,0.5251989389920424,28,28.0
400.0,203.0,0.0,930.0,620.0,1.5,0.5075,7,21.854
400.0,203.0,0.0,930.0,620.0,1.5,0.5075,28,33.0
360.0,177.0,0.0,970.0,510.0,1.9019607843137252,0.4916666666666666,7,19.205
360.0,177.0,0.0,970.0,510.0,1.9019607843137252,0.4916666666666666,28,29.0
350.0,171.0,0.0,878.0,420.0,2.0904761904761906,0.4885714285714285,7,17.881
350.0,171.0,0.0,878.0,420.0,2.0904761904761906,0.4885714285714285,28,27.0
350.0,597.0,0.0,501.0,668.0,0.75,1.7057142857142855,7,20.15
350.0,597.0,0.0,501.0,668.0,0.75,1.7057142857142855,28,29.63
400.0,575.0,0.0,497.0,680.0,0.7308823529411764,1.4375,7,21.68
400.0,575.0,0.0,497.0,680.0,0.7308823529411764,1.4375,28,33.88
350.0,664.0,0.0,493.0,644.0,0.765527950310559,1.8971428571428568,7,23.75
350.0,664.0,0.0,493.0,644.0,0.765527950310559,1.8971428571428568,28,30.73
350.0,619.0,0.0,420.0,754.0,0.5570291777188329,1.7685714285714285,7,21.05
350.0,619.0,0.0,420.0,754.0,0.5570291777188329,1.7685714285714285,28,28.75
400.0,597.0,0.0,434.0,748.0,0.5802139037433155,1.4925,7,24.97
400.0,597.0,0.0,434.0,748.0,0.5802139037433155,1.4925,28,32.43
370.0,203.0,0.0,1310.0,420.0,3.119047619047619,0.5486486486486486,7,19.4
370.0,203.0,0.0,1310.0,420.0,3.119047619047619,0.5486486486486486,28,28.7
400.0,196.0,0.0,1138.978,705.274,1.614943979219424,0.49,7,13.96
400.0,196.0,0.0,1138.978,705.274,1.614943979219424,0.49,28,33.36
400.0,188.679,0.0,1113.949,734.525,1.5165569585786731,0.4716975,7,17.64
400.0,188.679,0.0,1113.949,734.525,1.5165569585786731,0.4716975,28,36.84
400.0,175.0,3.0,1138.978,705.274,1.614943979219424,0.4375,7,18.46
400.0,175.0,3.0,1138.978,705.274,1.614943979219424,0.4375,28,43.89
400.0,170.0,2.5,1113.949,734.525,1.5165569585786731,0.425,7,16.37
400.0,170.0,2.5,1113.949,734.525,1.5165569585786731,0.425,28,43.82
